record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SURREY-TX-BUF-200M__2026-01-24__T10UDV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UDV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2024,0.0287,0.0083,0.0,16.11,41.16,46.41,2.77,33.4,6,75,31.16,1,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UDV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UDV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2024,0.0287,0.0083,0.0,16.11,41.16,46.41,2.77,33.4,6,75,31.16,1,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UDV__vegetation_trimming,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UDV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2024,0.0287,0.0083,0.0,16.11,41.16,46.41,2.77,33.4,6,75,31.16,1,0,50.0,200,3580.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UDV__crew_pre_staging,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UDV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2024,0.0287,0.0083,0.0,16.11,41.16,46.41,2.77,33.4,6,75,31.16,1,0,50.0,200,3580.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UDV__asset_inspection,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UDV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2024,0.0287,0.0083,0.0,16.11,41.16,46.41,2.77,33.4,6,75,31.16,1,0,50.0,200,3580.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UEV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UEV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2304,0.061,0.0413,0.0139,9.1,41.16,42.38,13.77,35.0,6,75,31.16,1,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UEV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UEV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2304,0.061,0.0413,0.0139,9.1,41.16,42.38,13.77,35.0,6,75,31.16,1,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UEV__vegetation_trimming,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UEV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2304,0.061,0.0413,0.0139,9.1,41.16,42.38,13.77,35.0,6,75,31.16,1,0,50.0,200,3580.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_trimming' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UEV__crew_pre_staging,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UEV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2304,0.061,0.0413,0.0139,9.1,41.16,42.38,13.77,35.0,6,75,31.16,1,0,50.0,200,3580.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'crew_pre_staging' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-01-24__T10UEV__asset_inspection,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-01-24,T10UEV,7.08,-0.49,6.4,-4.6,0.0,4.0,21.24,32.93,30.66,31.46,0.81,0.2304,0.061,0.0413,0.0139,9.1,41.16,42.38,13.77,35.0,6,75,31.16,1,0,50.0,200,3580.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,26.41,Low,25.94,19.81,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:PITT MEADOWS CS): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'asset_inspection' is demo_synthetic - not observed treatment data.",,,
SURREY-TX-BUF-200M__2026-02-08__T10UDV__no_action,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-02-08,T10UDV,8.35,6.12,11.5,2.5,0.0,14.0,19.95,32.93,30.66,31.46,0.81,0.208,0.0289,0.0139,0.0002,16.11,41.16,46.39,4.63,33.72,2,140,22.19,0,0,50.0,200,3580.0,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",25.13,Low,23.44,35.18,open_free_processed;unofficial_archive_proxy;derived_proxy,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:VANCOUVER BOUNDARY BAY): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only.",,,
SURREY-TX-BUF-200M__2026-02-08__T10UDV__vegetation_patrol,surrey_aoi_scenarios,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,SURREY-TX-BUF-200M,Surrey transmission corridor 200 m buffer,2026-01-19,2026-05-31,2026-02-08,T10UDV,8.35,6.12,11.5,2.5,0.0,14.0,19.95,32.93,30.66,31.46,0.81,0.208,0.0289,0.0139,0.0002,16.11,41.16,46.39,4.63,33.72,2,140,22.19,0,0,50.0,200,3580.0,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,25.13,Low,23.44,35.18,open_free_processed;unofficial_archive_proxy;derived_proxy;demo_synthetic,"Open/free processed: surrey_free_data_corridor_summary.csv, surrey_sentinel2_scene_qa.csv, surrey_eccc_weather_stress_stats.csv. Per-scene: vegetation_dryness_score from scene NDMI; vegetation_change_score and sentinel2_nd*_change cumulative vs earliest processed scene per tile; canopy_exposure_score blends WorldCover tree % with scene NDVI. Weather matched to exact scene_date (eccc_climate_hourly_daily:VANCOUVER BOUNDARY BAY): demo_weather.csv or MSC GeoMet live rows for that calendar day when present, else ECCC climate-hourly pilot-station daily aggregate; seasonal curve only as documented last resort (derived_proxy_last_resort). Null when no daily source. ECCC weather stress is an atmospheric proxy (air temperature, wind gust, precipitation) and is NOT land surface temperature (LST) or soil water content (SWC). Outage counts are daily Surrey rows from unofficial archive (C:\workspace\bc_hydro_vegetation_risk_demo\data\processed\bchydro_public_outages_history.parquet;snapshot_exact): snapshot on scene_date when available, else nearest snapshot with outages active on scene_date (date_off ≤ scene_date ≤ date_on); unique outage_id count and customer sum for that day; tree/weather proxies from cause flags. terrain_access_score, transmission_buffer_width_m, area_hectares are static AOI values. Target and intervention scenario fields are derived/synthetic for exploration only. Intervention scenario 'vegetation_patrol' is demo_synthetic - not observed treatment data.",,,
