record_id,dataset_type,aoi_id,aoi_name,corridor_id,corridor_name,period_start,period_end,scene_date,tile_id,weather_severity_score,eccc_temperature_mean_c,eccc_temperature_max_c,eccc_temperature_min_c,eccc_precip_total_mm,eccc_wind_gust_max_kmh,eccc_weather_stress_score,worldcover_tree_pct,worldcover_shrub_grass_pct,worldcover_built_pct,worldcover_bare_pct,sentinel2_ndvi_mean,sentinel2_ndmi_mean,sentinel2_ndvi_change,sentinel2_ndmi_change,cloud_filtered_pct,vegetation_exposure_score,vegetation_dryness_score,vegetation_change_score,canopy_exposure_score,public_outage_count,public_customers_affected,public_outage_history_score,tree_related_outage_count_proxy,weather_related_outage_count_proxy,terrain_access_score,transmission_buffer_width_m,area_hectares,intervention_type,intervention_applied,intervention_cost_level,intervention_lead_time_days,intervention_description,risk_score,risk_level,target_outage_impact_proxy,target_customer_impact_proxy,data_status,data_source_notes,synthetic_true_effect_pct,observed_outage_impact_proxy,post_intervention_outage_impact_proxy
SYN-CORR-047__2026-04-22__T10UEV__crew_pre_staging,synthetic,SYN-CORR-047,Synthetic corridor 047,SYN-CORR-047,Synthetic demo corridor 047,2026-04-01,2026-04-28,2026-04-22,T10UEV,52.13,0.67,1.12,0.3,68.14,66.39,31.28,14.06,29.24,50.89,0.37,0.4267,0.1148,0.0721,-0.0267,48.21,36.67,35.65,35.34,17.58,1326,105600,6.15,339,611,75.13,200,4545.3,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,40.6,Medium,33.7,42873.6,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.43,33.7,28.84
SYN-CORR-041__2026-02-09__T10UDV__asset_inspection,synthetic,SYN-CORR-041,Synthetic corridor 041,SYN-CORR-041,Synthetic demo corridor 041,2026-02-01,2026-02-28,2026-02-09,T10UDV,37.89,26.28,27.38,23.89,27.39,49.97,22.73,35.72,19.99,71.12,2.29,0.1258,0.44,0.0867,0.064,30.67,40.4,0.0,24.84,44.65,864,105749,49.68,206,419,84.19,200,4291.6,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,45.63,Medium,44.31,48253.27,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,17.08,44.31,36.74
SYN-CORR-025__2026-02-20__T10UDV__no_action,synthetic,SYN-CORR-025,Synthetic corridor 025,SYN-CORR-025,Synthetic demo corridor 025,2026-02-01,2026-02-28,2026-02-20,T10UDV,22.81,29.2,32.39,25.59,40.71,6.61,13.69,44.88,0.72,24.32,7.04,0.5784,0.0326,-0.0549,0.0861,51.43,44.41,45.92,65.68,56.1,4189,243534,15.88,1889,923,64.28,200,732.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",32.05,Low,28.01,78052.65,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,28.01,28.01
SYN-CORR-017__2026-12-03__T10UDV__vegetation_patrol,synthetic,SYN-CORR-017,Synthetic corridor 017,SYN-CORR-017,Synthetic demo corridor 017,2026-12-01,2026-12-28,2026-12-03,T10UDV,50.76,20.37,23.91,18.91,2.43,98.12,30.46,8.0,43.29,63.47,2.24,0.0594,0.3265,0.0538,0.0059,50.54,38.66,9.19,38.12,10.0,2315,423005,79.71,693,381,89.93,200,1300.7,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,56.84,Medium,58.61,240436.04,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.05,58.61,54.48
SYN-CORR-020__2026-11-14__T10UEV__vegetation_trimming,synthetic,SYN-CORR-020,Synthetic corridor 020,SYN-CORR-020,Synthetic demo corridor 020,2026-11-01,2026-11-28,2026-11-14,T10UEV,26.81,4.77,8.07,2.98,76.82,10.88,16.09,29.85,6.41,22.83,8.23,0.1288,0.2066,0.0892,0.082,36.76,38.75,24.18,24.24,37.31,155,10508,85.53,26,24,12.06,200,4006.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,40.66,Medium,48.82,4272.55,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.47,48.82,41.76
SYN-CORR-032__2026-01-20__T10UDV__crew_pre_staging,synthetic,SYN-CORR-032,Synthetic corridor 032,SYN-CORR-032,Synthetic demo corridor 032,2026-01-01,2026-01-28,2026-01-20,T10UDV,34.16,-4.19,-1.39,-6.19,8.91,54.18,20.5,56.65,0.34,54.77,9.81,0.539,-0.0296,0.1426,-0.028,1.99,45.13,53.7,57.8,70.81,2339,163402,15.82,274,487,11.21,200,2439.4,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,31.49,Low,30.15,51455.29,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.83,30.15,26.88
SYN-CORR-047__2026-05-07__T10UDV__asset_inspection,synthetic,SYN-CORR-047,Synthetic corridor 047,SYN-CORR-047,Synthetic demo corridor 047,2026-05-01,2026-05-28,2026-05-07,T10UDV,59.92,5.32,7.36,4.28,77.15,83.55,35.95,55.24,17.85,53.07,6.27,0.5435,-0.0118,0.0311,-0.0369,49.08,55.12,51.47,58.7,69.05,4315,724606,81.34,189,1610,72.78,200,1601.0,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,64.05,Medium,66.21,464110.14,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,18.0,66.21,54.29
SYN-CORR-050__2026-09-15__T10UDV__no_action,synthetic,SYN-CORR-050,Synthetic corridor 050,SYN-CORR-050,Synthetic demo corridor 050,2026-09-01,2026-09-28,2026-09-15,T10UDV,67.52,-1.08,0.85,-5.51,72.87,95.48,40.51,13.63,32.41,60.46,3.78,0.3956,0.1434,-0.0186,0.0415,92.0,36.29,32.08,29.12,17.04,3353,578341,51.68,869,596,39.5,200,3300.8,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",52.18,Medium,52.74,301778.33,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,52.74,52.74
SYN-CORR-001__2026-05-25__T10UEV__vegetation_patrol,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-05-01,2026-05-28,2026-05-25,T10UEV,53.02,0.24,4.92,-1.65,46.64,79.59,31.81,76.57,25.5,25.27,0.79,0.5571,-0.097,-0.0698,0.0482,17.66,78.89,62.12,61.42,95.71,2979,499954,42.67,291,1368,79.46,200,2417.6,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,61.35,Medium,57.65,306721.78,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,3.77,57.65,55.48
SYN-CORR-019__2026-05-10__T10UEV__vegetation_trimming,synthetic,SYN-CORR-019,Synthetic corridor 019,SYN-CORR-019,Synthetic demo corridor 019,2026-05-01,2026-05-28,2026-05-10,T10UEV,32.04,0.37,1.47,-2.91,8.85,54.57,19.22,53.27,8.21,45.59,3.94,0.3939,0.0994,-0.0527,0.0713,62.9,49.67,37.58,28.78,66.59,2354,249319,27.54,645,508,52.42,200,4617.8,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,38.47,Low,36.13,95913.02,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,19.96,36.13,28.92
SYN-CORR-050__2026-03-14__T10UEV__crew_pre_staging,synthetic,SYN-CORR-050,Synthetic corridor 050,SYN-CORR-050,Synthetic demo corridor 050,2026-03-01,2026-03-28,2026-03-14,T10UEV,41.53,19.53,23.96,16.46,75.51,39.03,24.92,66.19,26.58,12.79,0.75,0.5076,0.1221,0.0748,-0.0346,81.71,75.68,34.74,51.52,82.74,3812,560028,84.62,1383,445,87.27,200,3410.0,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,64.97,Medium,66.8,363850.19,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.31,66.8,58.58
SYN-CORR-048__2026-05-16__T10UEV__asset_inspection,synthetic,SYN-CORR-048,Synthetic corridor 048,SYN-CORR-048,Synthetic demo corridor 048,2026-05-01,2026-05-28,2026-05-16,T10UEV,22.68,11.16,11.35,6.53,42.06,25.27,13.61,43.68,33.77,30.69,9.92,0.4731,0.1245,-0.0619,0.0528,75.92,62.15,34.44,44.62,54.6,1029,100786,89.43,482,218,78.1,200,1168.3,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,53.41,Medium,57.58,53829.8,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,18.0,57.58,47.22
SYN-CORR-035__2026-12-17__T10UEV__no_action,synthetic,SYN-CORR-035,Synthetic corridor 035,SYN-CORR-035,Synthetic demo corridor 035,2026-12-01,2026-12-28,2026-12-17,T10UEV,37.08,-3.65,-0.85,-5.37,41.34,43.46,22.25,78.7,24.6,15.79,0.28,0.677,0.2389,0.1231,-0.0136,0.28,81.68,20.14,85.4,98.38,110,14047,85.97,8,22,58.92,200,3016.2,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",62.42,Medium,66.13,8768.14,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,66.13,66.13
SYN-CORR-033__2026-01-13__T10UEV__vegetation_patrol,synthetic,SYN-CORR-033,Synthetic corridor 033,SYN-CORR-033,Synthetic demo corridor 033,2026-01-01,2026-01-28,2026-01-13,T10UEV,31.73,10.37,13.49,10.13,36.17,49.1,19.04,57.13,27.88,47.92,6.59,0.3553,0.0795,0.0085,0.0895,13.3,63.4,40.06,21.06,71.41,2971,553517,72.48,90,1391,26.83,200,4306.7,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,48.89,Medium,53.53,270614.46,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,3.33,53.53,51.75
SYN-CORR-003__2026-07-11__T10UEV__vegetation_trimming,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-07-01,2026-07-28,2026-07-11,T10UEV,38.38,19.04,22.85,15.78,79.83,30.33,23.03,53.74,8.0,70.63,2.75,0.6829,0.23,0.1067,-0.0304,55.23,44.57,21.25,86.58,67.18,2910,151496,0.56,1037,581,82.67,200,4398.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,37.1,Low,29.34,56205.02,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,19.53,29.34,23.61
SYN-CORR-042__2026-07-14__T10UEV__crew_pre_staging,synthetic,SYN-CORR-042,Synthetic corridor 042,SYN-CORR-042,Synthetic demo corridor 042,2026-07-01,2026-07-28,2026-07-14,T10UEV,33.63,23.5,25.53,19.62,52.54,29.99,20.18,35.15,43.64,30.9,5.42,0.2634,0.0619,-0.084,0.0438,10.41,62.7,42.26,2.68,43.94,2561,189585,25.47,957,1018,23.15,200,2270.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,39.67,Low,38.37,75208.37,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.73,38.37,34.25
SYN-CORR-001__2026-03-23__T10UEV__asset_inspection,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-03-01,2026-03-28,2026-03-23,T10UEV,23.21,11.63,15.01,9.31,69.82,10.78,13.93,6.79,40.21,66.17,9.61,0.6716,-0.1418,0.1066,-0.0415,5.86,35.49,67.73,84.32,8.49,3069,588519,57.33,988,1436,41.39,200,768.6,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,35.54,Low,38.51,209159.65,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,12.55,38.51,33.68
SYN-CORR-034__2026-12-09__T10UDV__no_action,synthetic,SYN-CORR-034,Synthetic corridor 034,SYN-CORR-034,Synthetic demo corridor 034,2026-12-01,2026-12-28,2026-12-09,T10UDV,33.87,26.35,28.14,25.32,54.91,26.11,20.32,21.17,30.9,7.86,0.75,0.2501,0.1464,0.1305,0.069,15.61,51.17,31.7,0.02,26.46,3097,307877,78.63,1142,1544,16.93,200,4705.7,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",46.32,Medium,52.64,142608.63,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,52.64,52.64
SYN-CORR-045__2026-06-04__T10UDV__vegetation_patrol,synthetic,SYN-CORR-045,Synthetic corridor 045,SYN-CORR-045,Synthetic demo corridor 045,2026-06-01,2026-06-28,2026-06-04,T10UDV,38.4,10.81,14.58,8.65,71.48,43.9,23.04,5.8,43.03,44.86,2.68,0.2375,-0.0707,-0.0583,-0.0498,37.3,41.05,58.84,2.5,7.25,2391,395137,46.25,527,387,67.82,200,1240.9,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,43.71,Medium,42.88,172714.38,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.73,42.88,40.42
SYN-CORR-006__2026-07-20__T10UDV__vegetation_trimming,synthetic,SYN-CORR-006,Synthetic corridor 006,SYN-CORR-006,Synthetic demo corridor 006,2026-07-01,2026-07-28,2026-07-20,T10UDV,17.89,26.35,29.33,22.42,12.26,14.51,10.73,60.27,49.72,59.24,5.72,0.7238,-0.0252,0.1553,-0.0373,53.03,76.08,53.15,94.76,75.34,4098,581988,34.01,890,1760,18.19,200,3155.0,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,38.6,Low,38.93,224647.37,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,23.91,38.93,29.62
SYN-CORR-028__2026-03-10__T10UEV__crew_pre_staging,synthetic,SYN-CORR-028,Synthetic corridor 028,SYN-CORR-028,Synthetic demo corridor 028,2026-03-01,2026-03-28,2026-03-10,T10UEV,32.82,23.93,26.3,20.09,69.9,18.29,19.69,75.48,45.58,68.43,1.73,0.3175,-0.0519,0.1747,0.0526,63.24,81.17,56.49,13.5,94.35,4064,303691,84.83,289,1445,88.48,200,4485.9,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,63.29,Medium,65.26,192206.03,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.56,65.26,58.37
SYN-CORR-016__2026-09-17__T10UDV__asset_inspection,synthetic,SYN-CORR-016,Synthetic corridor 016,SYN-CORR-016,Synthetic demo corridor 016,2026-09-01,2026-09-28,2026-09-17,T10UDV,68.23,-1.96,2.57,-6.71,71.38,96.88,40.94,33.91,0.63,34.52,8.25,0.4265,0.2945,-0.0385,-0.0269,4.11,35.36,13.19,35.3,42.39,3679,597247,14.95,1222,108,88.44,200,3118.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,49.73,Medium,42.58,297010.93,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.81,42.58,36.27
SYN-CORR-027__2026-06-07__T10UDV__no_action,synthetic,SYN-CORR-027,Synthetic corridor 027,SYN-CORR-027,Synthetic demo corridor 027,2026-06-01,2026-06-28,2026-06-07,T10UDV,46.97,4.46,7.43,3.83,54.74,66.57,28.18,39.86,36.15,47.55,1.92,0.3399,0.0069,0.187,0.0262,75.53,57.64,49.14,17.98,49.83,3039,409809,94.57,305,560,11.59,200,4089.1,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",56.15,Medium,64.14,230107.75,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,64.14,64.14
SYN-CORR-010__2026-10-14__T10UDV__vegetation_patrol,synthetic,SYN-CORR-010,Synthetic corridor 010,SYN-CORR-010,Synthetic demo corridor 010,2026-10-01,2026-10-28,2026-10-14,T10UDV,44.42,21.79,21.97,21.56,1.72,83.11,26.65,27.31,8.25,9.34,7.99,0.7311,0.2053,-0.0627,-0.0479,35.82,41.11,24.34,96.22,34.14,3210,459448,66.53,19,1465,48.8,200,1694.9,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,48.29,Medium,51.0,221867.44,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.58,51.0,48.15
SYN-CORR-007__2026-07-15__T10UEV__vegetation_trimming,synthetic,SYN-CORR-007,Synthetic corridor 007,SYN-CORR-007,Synthetic demo corridor 007,2026-07-01,2026-07-28,2026-07-15,T10UEV,58.75,0.15,0.35,-3.34,77.12,75.36,35.25,60.94,28.05,8.5,9.95,0.4293,0.0276,-0.0716,0.0797,45.44,74.18,46.55,35.86,76.17,4999,355737,73.47,1988,265,21.62,200,575.6,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,62.61,Medium,66.29,222726.94,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,23.84,66.29,50.49
SYN-CORR-020__2026-01-15__T10UEV__crew_pre_staging,synthetic,SYN-CORR-020,Synthetic corridor 020,SYN-CORR-020,Synthetic demo corridor 020,2026-01-01,2026-01-28,2026-01-15,T10UEV,50.84,10.71,15.11,9.25,32.27,92.54,30.5,57.01,24.09,26.59,2.96,0.1904,0.3383,-0.0023,-0.0475,80.86,65.54,7.71,11.92,71.26,1430,193181,14.21,259,121,88.61,200,4975.6,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,51.7,Medium,44.23,99874.58,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.17,44.23,37.96
SYN-CORR-040__2026-03-15__T10UDV__asset_inspection,synthetic,SYN-CORR-040,Synthetic corridor 040,SYN-CORR-040,Synthetic demo corridor 040,2026-03-01,2026-03-28,2026-03-15,T10UDV,48.57,22.94,25.38,21.51,17.05,82.55,29.14,25.89,27.39,35.63,5.15,0.098,0.3138,0.1046,-0.0361,93.64,46.17,10.78,30.4,32.36,1693,179909,42.31,755,373,38.91,200,3734.9,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,45.63,Medium,45.47,82092.48,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,11.05,45.47,40.45
SYN-CORR-046__2026-12-03__T10UDV__no_action,synthetic,SYN-CORR-046,Synthetic corridor 046,SYN-CORR-046,Synthetic demo corridor 046,2026-12-01,2026-12-28,2026-12-03,T10UDV,33.45,25.11,25.13,22.92,52.04,28.11,20.07,60.78,26.07,28.48,5.84,0.6521,0.4293,0.0579,0.0599,50.36,68.69,0.0,80.42,75.98,4351,787748,7.07,1377,142,89.05,200,4034.4,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",44.31,Medium,36.48,349051.14,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,36.48,36.48
SYN-CORR-045__2026-04-15__T10UEV__vegetation_patrol,synthetic,SYN-CORR-045,Synthetic corridor 045,SYN-CORR-045,Synthetic demo corridor 045,2026-04-01,2026-04-28,2026-04-15,T10UEV,33.94,29.56,29.99,24.88,47.12,27.0,20.36,36.46,48.2,8.22,1.64,0.5964,0.0261,0.1834,-0.0345,33.04,71.03,46.74,69.28,45.57,4846,519783,94.83,1706,2033,33.21,200,4644.2,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,57.17,Medium,64.02,297159.94,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,5.3,64.02,60.63
SYN-CORR-014__2026-04-19__T10UDV__vegetation_trimming,synthetic,SYN-CORR-014,Synthetic corridor 014,SYN-CORR-014,Synthetic demo corridor 014,2026-04-01,2026-04-28,2026-04-19,T10UDV,25.69,27.75,32.12,27.34,55.6,6.35,15.41,49.41,43.72,18.53,6.29,0.0849,0.1444,0.0102,0.0994,23.69,74.26,31.95,33.02,61.76,987,67268,37.17,1,251,76.49,200,2969.6,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,47.64,Medium,44.63,32046.48,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,21.69,44.63,34.95
SYN-CORR-001__2026-12-13__T10UEV__crew_pre_staging,synthetic,SYN-CORR-001,Synthetic corridor 001,SYN-CORR-001,Synthetic demo corridor 001,2026-12-01,2026-12-28,2026-12-13,T10UEV,52.36,-0.92,0.85,-2.21,56.02,71.77,31.42,48.77,31.74,64.71,3.73,0.3492,-0.1627,0.0078,0.0411,14.97,56.95,70.34,19.84,60.96,2768,436504,73.21,956,661,28.41,200,4377.9,crew_pre_staging,1,medium,1,Synthetic scenario: pre-staging crews and materials near the corridor ahead of severe weather.,55.51,Medium,59.52,242303.37,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'crew_pre_staging' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.47,59.52,50.91
SYN-CORR-038__2026-12-01__T10UEV__asset_inspection,synthetic,SYN-CORR-038,Synthetic corridor 038,SYN-CORR-038,Synthetic demo corridor 038,2026-12-01,2026-12-28,2026-12-01,T10UEV,40.0,-1.26,0.26,-2.05,77.62,32.65,24.0,28.56,3.79,67.9,8.68,0.4358,0.1566,0.0709,-0.0133,51.43,26.88,30.43,37.16,35.7,3646,326937,64.43,1694,717,20.91,200,4580.1,asset_inspection,1,low,7,Synthetic scenario: targeted asset / structure inspection along the corridor.,39.04,Low,43.76,127636.2,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'asset_inspection' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,10.66,43.76,39.1
SYN-CORR-003__2026-11-08__T10UDV__no_action,synthetic,SYN-CORR-003,Synthetic corridor 003,SYN-CORR-003,Synthetic demo corridor 003,2026-11-01,2026-11-28,2026-11-08,T10UDV,26.52,20.5,23.02,18.91,69.91,8.27,15.91,54.06,10.54,16.47,8.22,0.6549,0.3819,-0.0752,0.0151,50.72,57.7,2.26,80.98,67.58,4835,387061,79.18,2289,1838,72.06,200,1905.5,no_action,0,none,0,"Baseline scenario with no planned vegetation patrol, trimming, staging, or inspection.",50.96,Medium,54.14,197246.29,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'no_action' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,0.0,54.14,54.14
SYN-CORR-039__2026-05-07__T10UDV__vegetation_patrol,synthetic,SYN-CORR-039,Synthetic corridor 039,SYN-CORR-039,Synthetic demo corridor 039,2026-05-01,2026-05-28,2026-05-07,T10UDV,48.07,25.91,29.47,23.32,14.82,79.43,28.84,58.52,20.13,26.51,3.1,0.432,0.4115,-0.097,-0.0153,51.69,64.12,0.0,36.4,73.15,1349,81577,74.52,143,408,77.58,200,1005.4,vegetation_patrol,1,low,3,Synthetic scenario: scheduled vegetation patrol along the corridor before a weather window.,61.13,Medium,62.31,49868.02,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_patrol' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,7.17,62.31,57.84
SYN-CORR-005__2026-08-27__T10UEV__vegetation_trimming,synthetic,SYN-CORR-005,Synthetic corridor 005,SYN-CORR-005,Synthetic demo corridor 005,2026-08-01,2026-08-28,2026-08-27,T10UEV,56.33,29.8,31.51,26.42,69.43,63.43,33.8,28.86,6.98,11.15,6.21,0.3005,0.3287,-0.0044,-0.0322,46.65,40.93,8.91,10.1,36.08,347,34297,69.48,85,32,26.21,200,3827.3,vegetation_trimming,1,medium,14,Synthetic scenario: vegetation trimming / clearance work along the transmission corridor.,51.33,Medium,55.31,17604.65,demo_synthetic;derived_proxy,Synthetic research dataset for Causal AI workflow testing only. Intervention 'vegetation_trimming' has transparent synthetic_true_effect_pct based on documented moderator rules - not observed treatment outcomes.,14.5,55.31,47.29
